"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2023.4/4,2024.1/4 p),2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"아시아","아세안","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","아세안","소계",생활·자동차용품,소계,면세점 이외,1574,1016,-,-,-,6848,5091,5604,6432,7966,4749,5281
"아시아","아세안","소계",기 타,소계,계,170,323,1192,1208,1272,1406,2709,3979,2620,4030,1333,760
"아시아","아세안","소계",기 타,소계,면세점,0,0,-,-,-,3,2,1,0,0,0,0
"아시아","아세안","소계",기 타,소계,면세점 이외,170,323,-,-,-,1403,2707,3978,2620,4030,1333,760
"아시아","중동","소계",합계,소계,계,1267,705,8904,8918,8119,8089,8023,9325,11467,6111,2635,3568
"아시아","중동","소계",합계,소계,면세점,0,0,-,-,-,0,4,0,0,0,0,1
"아시아","중동","소계",합계,소계,면세점 이외,1267,705,-,-,-,8089,8019,9325,11467,6111,2635,3567
"아시아","중동","소계",컴퓨터 및 주변기기,소계,계,115,33,607,496,483,546,250,335,388,244,97,286
"아시아","중동","소계",컴퓨터 및 주변기기,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",컴퓨터 및 주변기기,소계,면세점 이외,115,33,-,-,-,546,250,335,388,244,97,286
"아시아","중동","소계",가전·전자·통신기기,소계,계,19,17,2682,2171,1464,1271,699,834,839,426,65,64
"아시아","중동","소계",가전·전자·통신기기,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",가전·전자·통신기기,소계,면세점 이외,19,17,-,-,-,1271,699,834,839,426,65,64
"아시아","중동","소계",가전·전자·통신기기,가전·전자,계,16,13,-,-,-,-,-,-,-,-,-,49
"아시아","중동","소계",가전·전자·통신기기,가전·전자,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","중동","소계",가전·전자·통신기기,가전·전자,면세점 이외,16,13,-,-,-,-,-,-,-,-,-,49
"아시아","중동","소계",가전·전자·통신기기,통신기기,계,3,4,-,-,-,-,-,-,-,-,-,15
"아시아","중동","소계",가전·전자·통신기기,통신기기,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","중동","소계",가전·전자·통신기기,통신기기,면세점 이외,3,4,-,-,-,-,-,-,-,-,-,15
"아시아","중동","소계",소프트웨어,소계,계,0,0,28,113,65,21,36,20,17,5,0,1
"아시아","중동","소계",소프트웨어,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",소프트웨어,소계,면세점 이외,0,0,-,-,-,21,36,20,17,5,0,1
"아시아","중동","소계",서 적,소계,계,91,25,19,31,87,131,233,294,139,145,151,137
"아시아","중동","소계",서 적,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",서 적,소계,면세점 이외,91,25,-,-,-,131,233,294,139,145,151,137
"아시아","중동","소계",사무·문구,소계,계,6,2,0,2,11,8,7,4,4,9,10,9
"아시아","중동","소계",사무·문구,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",사무·문구,소계,면세점 이외,6,2,-,-,-,8,7,4,4,9,10,9
"아시아","중동","소계",음반·비디오·악기,소계,계,548,136,108,131,463,402,784,1107,3250,1356,939,1647
"아시아","중동","소계",음반·비디오·악기,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",음반·비디오·악기,소계,면세점 이외,548,136,-,-,-,402,784,1107,3250,1356,939,1647
"아시아","중동","소계",의류 및 패션 관련 상품,소계,계,93,81,1172,1018,968,808,879,951,1776,1383,669,319
"아시아","중동","소계",의류 및 패션 관련 상품,소계,면세점,0,0,-,-,-,0,3,0,0,0,0,0
"아시아","중동","소계",의류 및 패션 관련 상품,소계,면세점 이외,93,81,-,-,-,808,876,951,1776,1383,669,319
"아시아","중동","소계",스포츠·레저용품,소계,계,1,1,267,244,259,193,207,180,196,109,7,4
"아시아","중동","소계",스포츠·레저용품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",스포츠·레저용품,소계,면세점 이외,1,1,-,-,-,193,207,180,196,109,7,4
"아시아","중동","소계",화장품,소계,계,366,384,1794,2312,2152,2333,2866,3399,2217,1396,582,1007
"아시아","중동","소계",화장품,소계,면세점,0,0,-,-,-,0,1,0,0,0,0,1
"아시아","중동","소계",화장품,소계,면세점 이외,366,384,-,-,-,2333,2865,3399,2217,1396,582,1006
"아시아","중동","소계",아동·유아용품,소계,계,3,0,426,425,308,229,222,156,121,85,17,6
"아시아","중동","소계",아동·유아용품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",아동·유아용품,소계,면세점 이외,3,0,-,-,-,229,222,156,121,85,17,6
"아시아","중동","소계",음·식료품,소계,계,1,5,160,170,15,18,17,27,927,8,10,4
"아시아","중동","소계",음·식료품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",음·식료품,소계,면세점 이외,1,5,-,-,-,18,17,27,927,8,10,4
"아시아","중동","소계",농축수산물,소계,계,0,0,72,131,0,0,0,0,0,0,0,0
"아시아","중동","소계",농축수산물,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",농축수산물,소계,면세점 이외,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",생활·자동차용품,소계,계,9,12,1223,1289,1433,1640,1423,1572,1060,549,15,25
"아시아","중동","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",생활·자동차용품,소계,면세점 이외,9,12,-,-,-,1640,1423,1572,1060,549,15,25
"아시아","중동","소계",기 타,소계,계,15,9,346,385,411,489,400,446,533,388,72,59
"아시아","중동","소계",기 타,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"아시아","중동","소계",기 타,소계,면세점 이외,15,9,-,-,-,489,400,446,533,388,72,59
"아시아","기타 아시아","소계",합계,소계,계,2290,1540,-,-,-,-,-,-,-,-,-,5411
"아시아","기타 아시아","소계",합계,소계,면세점,1904,1209,-,-,-,-,-,-,-,-,-,3596
"아시아","기타 아시아","소계",합계,소계,면세점 이외,386,331,-,-,-,-,-,-,-,-,-,1815
"아시아","기타 아시아","소계",컴퓨터 및 주변기기,소계,계,22,15,-,-,-,-,-,-,-,-,-,229
"아시아","기타 아시아","소계",컴퓨터 및 주변기기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",컴퓨터 및 주변기기,소계,면세점 이외,22,15,-,-,-,-,-,-,-,-,-,229
"아시아","기타 아시아","소계",가전·전자·통신기기,소계,계,24,23,-,-,-,-,-,-,-,-,-,124
"아시아","기타 아시아","소계",가전·전자·통신기기,소계,면세점,23,14,-,-,-,-,-,-,-,-,-,75
"아시아","기타 아시아","소계",가전·전자·통신기기,소계,면세점 이외,1,9,-,-,-,-,-,-,-,-,-,49
"아시아","기타 아시아","소계",가전·전자·통신기기,가전·전자,계,24,19,-,-,-,-,-,-,-,-,-,93
"아시아","기타 아시아","소계",가전·전자·통신기기,가전·전자,면세점,23,14,-,-,-,-,-,-,-,-,-,75
"아시아","기타 아시아","소계",가전·전자·통신기기,가전·전자,면세점 이외,1,5,-,-,-,-,-,-,-,-,-,18
"아시아","기타 아시아","소계",가전·전자·통신기기,통신기기,계,0,4,-,-,-,-,-,-,-,-,-,31
"아시아","기타 아시아","소계",가전·전자·통신기기,통신기기,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",가전·전자·통신기기,통신기기,면세점 이외,0,4,-,-,-,-,-,-,-,-,-,31
"아시아","기타 아시아","소계",소프트웨어,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",소프트웨어,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",소프트웨어,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",서 적,소계,계,1,0,-,-,-,-,-,-,-,-,-,12
"아시아","기타 아시아","소계",서 적,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",서 적,소계,면세점 이외,1,0,-,-,-,-,-,-,-,-,-,12
"아시아","기타 아시아","소계",사무·문구,소계,계,3,0,-,-,-,-,-,-,-,-,-,7
"아시아","기타 아시아","소계",사무·문구,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",사무·문구,소계,면세점 이외,3,0,-,-,-,-,-,-,-,-,-,7
"아시아","기타 아시아","소계",음반·비디오·악기,소계,계,159,67,-,-,-,-,-,-,-,-,-,697
"아시아","기타 아시아","소계",음반·비디오·악기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",음반·비디오·악기,소계,면세점 이외,159,67,-,-,-,-,-,-,-,-,-,697
"아시아","기타 아시아","소계",의류 및 패션 관련 상품,소계,계,211,159,-,-,-,-,-,-,-,-,-,672
"아시아","기타 아시아","소계",의류 및 패션 관련 상품,소계,면세점,129,112,-,-,-,-,-,-,-,-,-,234
"아시아","기타 아시아","소계",의류 및 패션 관련 상품,소계,면세점 이외,82,47,-,-,-,-,-,-,-,-,-,438
"아시아","기타 아시아","소계",스포츠·레저용품,소계,계,0,0,-,-,-,-,-,-,-,-,-,1
"아시아","기타 아시아","소계",스포츠·레저용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",스포츠·레저용품,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,1
"아시아","기타 아시아","소계",화장품,소계,계,1827,1242,-,-,-,-,-,-,-,-,-,3580
"아시아","기타 아시아","소계",화장품,소계,면세점,1715,1049,-,-,-,-,-,-,-,-,-,3223
"아시아","기타 아시아","소계",화장품,소계,면세점 이외,112,193,-,-,-,-,-,-,-,-,-,357
"아시아","기타 아시아","소계",아동·유아용품,소계,계,0,0,-,-,-,-,-,-,-,-,-,2
"아시아","기타 아시아","소계",아동·유아용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",아동·유아용품,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,2
"아시아","기타 아시아","소계",음·식료품,소계,계,38,34,-,-,-,-,-,-,-,-,-,70
"아시아","기타 아시아","소계",음·식료품,소계,면세점,37,34,-,-,-,-,-,-,-,-,-,64
"아시아","기타 아시아","소계",음·식료품,소계,면세점 이외,1,0,-,-,-,-,-,-,-,-,-,6
"아시아","기타 아시아","소계",농축수산물,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",농축수산물,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",농축수산물,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",생활·자동차용품,소계,계,3,0,-,-,-,-,-,-,-,-,-,4
"아시아","기타 아시아","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",생활·자동차용품,소계,면세점 이외,3,0,-,-,-,-,-,-,-,-,-,4
"아시아","기타 아시아","소계",기 타,소계,계,2,0,-,-,-,-,-,-,-,-,-,13
"아시아","기타 아시아","소계",기 타,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"아시아","기타 아시아","소계",기 타,소계,면세점 이외,2,0,-,-,-,-,-,-,-,-,-,13
"북미","소계","소계",합계,소계,계,74235,60069,-,-,-,-,-,-,-,-,-,250320
"북미","소계","소계",합계,소계,면세점,1739,697,-,-,-,-,-,-,-,-,-,3470
"북미","소계","소계",합계,소계,면세점 이외,72496,59372,-,-,-,-,-,-,-,-,-,246850
"북미","소계","소계",컴퓨터 및 주변기기,소계,계,1144,1050,-,-,-,-,-,-,-,-,-,4923
"북미","소계","소계",컴퓨터 및 주변기기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,1144,1050,-,-,-,-,-,-,-,-,-,4923
"북미","소계","소계",가전·전자·통신기기,소계,계,968,1135,-,-,-,-,-,-,-,-,-,3487
"북미","소계","소계",가전·전자·통신기기,소계,면세점,50,22,-,-,-,-,-,-,-,-,-,101
"북미","소계","소계",가전·전자·통신기기,소계,면세점 이외,918,1113,-,-,-,-,-,-,-,-,-,3386
"북미","소계","소계",가전·전자·통신기기,가전·전자,계,940,1070,-,-,-,-,-,-,-,-,-,3162
"북미","소계","소계",가전·전자·통신기기,가전·전자,면세점,50,21,-,-,-,-,-,-,-,-,-,87
"북미","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,890,1049,-,-,-,-,-,-,-,-,-,3075
"북미","소계","소계",가전·전자·통신기기,통신기기,계,28,65,-,-,-,-,-,-,-,-,-,325
"북미","소계","소계",가전·전자·통신기기,통신기기,면세점,0,1,-,-,-,-,-,-,-,-,-,14
"북미","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,28,64,-,-,-,-,-,-,-,-,-,311
"북미","소계","소계",소프트웨어,소계,계,238,83,-,-,-,-,-,-,-,-,-,583
"북미","소계","소계",소프트웨어,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",소프트웨어,소계,면세점 이외,238,83,-,-,-,-,-,-,-,-,-,583
"북미","소계","소계",서 적,소계,계,1776,1263,-,-,-,-,-,-,-,-,-,5700
"북미","소계","소계",서 적,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",서 적,소계,면세점 이외,1776,1263,-,-,-,-,-,-,-,-,-,5700
"북미","소계","소계",사무·문구,소계,계,1760,587,-,-,-,-,-,-,-,-,-,2777
"북미","소계","소계",사무·문구,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",사무·문구,소계,면세점 이외,1760,587,-,-,-,-,-,-,-,-,-,2777
"북미","소계","소계",음반·비디오·악기,소계,계,13652,6776,-,-,-,-,-,-,-,-,-,44627
"북미","소계","소계",음반·비디오·악기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",음반·비디오·악기,소계,면세점 이외,13652,6776,-,-,-,-,-,-,-,-,-,44627
"북미","소계","소계",의류 및 패션 관련 상품,소계,계,28152,23246,-,-,-,-,-,-,-,-,-,88035
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점,164,98,-,-,-,-,-,-,-,-,-,340
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,27988,23148,-,-,-,-,-,-,-,-,-,87695
"북미","소계","소계",스포츠·레저용품,소계,계,229,254,-,-,-,-,-,-,-,-,-,1102
"북미","소계","소계",스포츠·레저용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",스포츠·레저용품,소계,면세점 이외,229,254,-,-,-,-,-,-,-,-,-,1102
"북미","소계","소계",화장품,소계,계,13779,12822,-,-,-,-,-,-,-,-,-,54327
"북미","소계","소계",화장품,소계,면세점,1376,433,-,-,-,-,-,-,-,-,-,2597
"북미","소계","소계",화장품,소계,면세점 이외,12403,12389,-,-,-,-,-,-,-,-,-,51730
"북미","소계","소계",아동·유아용품,소계,계,430,329,-,-,-,-,-,-,-,-,-,1620
"북미","소계","소계",아동·유아용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",아동·유아용품,소계,면세점 이외,430,329,-,-,-,-,-,-,-,-,-,1620
"북미","소계","소계",음·식료품,소계,계,2205,2228,-,-,-,-,-,-,-,-,-,7199
"북미","소계","소계",음·식료품,소계,면세점,149,144,-,-,-,-,-,-,-,-,-,432
"북미","소계","소계",음·식료품,소계,면세점 이외,2056,2084,-,-,-,-,-,-,-,-,-,6767
"북미","소계","소계",농축수산물,소계,계,10,8,-,-,-,-,-,-,-,-,-,32
"북미","소계","소계",농축수산물,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",농축수산물,소계,면세점 이외,10,8,-,-,-,-,-,-,-,-,-,32
"북미","소계","소계",생활·자동차용품,소계,계,2515,2161,-,-,-,-,-,-,-,-,-,7403
"북미","소계","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",생활·자동차용품,소계,면세점 이외,2515,2161,-,-,-,-,-,-,-,-,-,7403
"북미","소계","소계",기 타,소계,계,7377,8127,-,-,-,-,-,-,-,-,-,28505
"북미","소계","소계",기 타,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","소계","소계",기 타,소계,면세점 이외,7377,8127,-,-,-,-,-,-,-,-,-,28505
"북미","미국","소계",합계,소계,계,72022,58185,96363,132638,154721,183587,169495,195524,256569,275283,213205,243362
"북미","미국","소계",합계,소계,면세점,1700,670,-,-,-,38996,13183,8907,1185,2013,931,3368
"북미","미국","소계",합계,소계,면세점 이외,70322,57515,-,-,-,144591,156312,186617,255384,273270,212274,239994
"북미","미국","소계",컴퓨터 및 주변기기,소계,계,1067,1004,7333,7390,7889,3707,7144,5742,6057,6602,3854,4529
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점,0,0,-,-,-,0,1,0,0,0,0,0
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점 이외,1067,1004,-,-,-,3707,7143,5742,6057,6602,3854,4529
"북미","미국","소계",가전·전자·통신기기,소계,계,919,1073,12054,14254,12590,10433,7062,8635,10123,7245,2152,3293
"북미","미국","소계",가전·전자·통신기기,소계,면세점,50,22,-,-,-,102,227,338,20,10,10,86
"북미","미국","소계",가전·전자·통신기기,소계,면세점 이외,869,1051,-,-,-,10331,6835,8297,10103,7235,2142,3207
"북미","미국","소계",가전·전자·통신기기,가전·전자,계,894,1011,-,-,-,-,-,-,-,-,-,3010
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점,50,21,-,-,-,-,-,-,-,-,-,85
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점 이외,844,990,-,-,-,-,-,-,-,-,-,2925
"북미","미국","소계",가전·전자·통신기기,통신기기,계,25,62,-,-,-,-,-,-,-,-,-,283
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점,0,1,-,-,-,-,-,-,-,-,-,1
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점 이외,25,61,-,-,-,-,-,-,-,-,-,282
"북미","미국","소계",소프트웨어,소계,계,238,83,281,574,415,416,867,700,865,866,493,581
"북미","미국","소계",소프트웨어,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"북미","미국","소계",소프트웨어,소계,면세점 이외,238,83,-,-,-,416,867,700,865,866,493,581
"북미","미국","소계",서 적,소계,계,1653,1212,3622,4483,6564,7212,7889,8138,9709,6726,5669,5376
"북미","미국","소계",서 적,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"북미","미국","소계",서 적,소계,면세점 이외,1653,1212,-,-,-,7212,7889,8138,9709,6726,5669,5376
"북미","미국","소계",사무·문구,소계,계,1656,554,67,677,230,237,281,454,398,3439,2894,2651
"북미","미국","소계",사무·문구,소계,면세점,0,0,-,-,-,0,0,0,0,0,1,0
"북미","미국","소계",사무·문구,소계,면세점 이외,1656,554,-,-,-,237,281,454,398,3439,2893,2651
"북미","미국","소계",음반·비디오·악기,소계,계,13034,6542,3050,3566,5241,8716,13858,19596,32919,41892,29813,42669
"북미","미국","소계",음반·비디오·악기,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"북미","미국","소계",음반·비디오·악기,소계,면세점 이외,13034,6542,-,-,-,8716,13858,19596,32919,41892,29813,42669
"북미","미국","소계",의류 및 패션 관련 상품,소계,계,27688,22905,33223,38066,48451,51638,47875,55536,82207,96044,86694,86764
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점,162,96,-,-,-,462,522,411,53,59,116,333
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점 이외,27526,22809,-,-,-,51176,47353,55125,82154,95985,86578,86431
"북미","미국","소계",스포츠·레저용품,소계,계,221,241,2078,2207,3542,4504,4892,6768,5862,4952,1696,1068
"북미","미국","소계",스포츠·레저용품,소계,면세점,0,0,-,-,-,0,4,4,0,0,0,0
"북미","미국","소계",스포츠·레저용품,소계,면세점 이외,221,241,-,-,-,4504,4888,6764,5862,4952,1696,1068
"북미","미국","소계",화장품,소계,계,13452,11942,15447,32951,45684,69374,50583,49620,50509,41815,33724,52539
"북미","미국","소계",화장품,소계,면세점,1359,420,-,-,-,38094,12046,7834,1063,1855,548,2561
"북미","미국","소계",화장품,소계,면세점 이외,12093,11522,-,-,-,31280,38537,41786,49446,39960,33176,49978
"북미","미국","소계",아동·유아용품,소계,계,421,323,2238,3067,2810,2712,3345,5598,4934,6434,1993,1581
"북미","미국","소계",아동·유아용품,소계,면세점,0,0,-,-,-,2,3,0,0,0,0,0
"북미","미국","소계",아동·유아용품,소계,면세점 이외,421,323,-,-,-,2710,3342,5598,4934,6434,1993,1581
"북미","미국","소계",음·식료품,소계,계,2069,2096,1874,2057,1184,1263,1105,1675,2755,3913,4969,7002
"북미","미국","소계",음·식료품,소계,면세점,129,132,-,-,-,336,380,318,49,89,256,388
"북미","미국","소계",음·식료품,소계,면세점 이외,1940,1964,-,-,-,927,725,1357,2706,3824,4713,6614
"북미","미국","소계",농축수산물,소계,계,10,8,463,579,3,3,34,13,33,20,44,32
"북미","미국","소계",농축수산물,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"북미","미국","소계",농축수산물,소계,면세점 이외,10,8,-,-,-,3,34,13,33,20,44,32
"북미","미국","소계",생활·자동차용품,소계,계,2473,2127,7532,13292,10305,10545,9149,11706,11467,9693,4289,7312
"북미","미국","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,0,0,2,0,0,0,0
"북미","미국","소계",생활·자동차용품,소계,면세점 이외,2473,2127,-,-,-,10545,9149,11704,11467,9693,4289,7312
"북미","미국","소계",기 타,소계,계,7121,8075,7101,9475,9813,12827,15411,21343,38731,45645,34923,27965
"북미","미국","소계",기 타,소계,면세점,0,0,-,-,-,0,0,0,0,0,0,0
"북미","미국","소계",기 타,소계,면세점 이외,7121,8075,-,-,-,12827,15411,21343,38731,45645,34923,27965
"북미","캐나다","소계",합계,소계,계,2213,1884,-,-,-,-,-,-,-,-,-,6958
"북미","캐나다","소계",합계,소계,면세점,39,27,-,-,-,-,-,-,-,-,-,102
"북미","캐나다","소계",합계,소계,면세점 이외,2174,1857,-,-,-,-,-,-,-,-,-,6856
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,계,77,46,-,-,-,-,-,-,-,-,-,394
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점 이외,77,46,-,-,-,-,-,-,-,-,-,394
"북미","캐나다","소계",가전·전자·통신기기,소계,계,49,62,-,-,-,-,-,-,-,-,-,194
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,15
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점 이외,49,62,-,-,-,-,-,-,-,-,-,179
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,계,46,59,-,-,-,-,-,-,-,-,-,152
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점,0,0,-,-,-,-,-,-,-,-,-,2
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점 이외,46,59,-,-,-,-,-,-,-,-,-,150
"북미","캐나다","소계",가전·전자·통신기기,통신기기,계,3,3,-,-,-,-,-,-,-,-,-,42
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점,0,0,-,-,-,-,-,-,-,-,-,13
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점 이외,3,3,-,-,-,-,-,-,-,-,-,29
"북미","캐나다","소계",소프트웨어,소계,계,0,0,-,-,-,-,-,-,-,-,-,2
"북미","캐나다","소계",소프트웨어,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",소프트웨어,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,2
"북미","캐나다","소계",서 적,소계,계,123,51,-,-,-,-,-,-,-,-,-,324
"북미","캐나다","소계",서 적,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",서 적,소계,면세점 이외,123,51,-,-,-,-,-,-,-,-,-,324
"북미","캐나다","소계",사무·문구,소계,계,104,33,-,-,-,-,-,-,-,-,-,126
"북미","캐나다","소계",사무·문구,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",사무·문구,소계,면세점 이외,104,33,-,-,-,-,-,-,-,-,-,126
"북미","캐나다","소계",음반·비디오·악기,소계,계,618,234,-,-,-,-,-,-,-,-,-,1958
"북미","캐나다","소계",음반·비디오·악기,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",음반·비디오·악기,소계,면세점 이외,618,234,-,-,-,-,-,-,-,-,-,1958
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,계,464,341,-,-,-,-,-,-,-,-,-,1271
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점,2,2,-,-,-,-,-,-,-,-,-,7
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점 이외,462,339,-,-,-,-,-,-,-,-,-,1264
"북미","캐나다","소계",스포츠·레저용품,소계,계,8,13,-,-,-,-,-,-,-,-,-,34
"북미","캐나다","소계",스포츠·레저용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",스포츠·레저용품,소계,면세점 이외,8,13,-,-,-,-,-,-,-,-,-,34
"북미","캐나다","소계",화장품,소계,계,327,880,-,-,-,-,-,-,-,-,-,1788
"북미","캐나다","소계",화장품,소계,면세점,17,13,-,-,-,-,-,-,-,-,-,36
"북미","캐나다","소계",화장품,소계,면세점 이외,310,867,-,-,-,-,-,-,-,-,-,1752
"북미","캐나다","소계",아동·유아용품,소계,계,9,6,-,-,-,-,-,-,-,-,-,39
"북미","캐나다","소계",아동·유아용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",아동·유아용품,소계,면세점 이외,9,6,-,-,-,-,-,-,-,-,-,39
"북미","캐나다","소계",음·식료품,소계,계,136,132,-,-,-,-,-,-,-,-,-,197
"북미","캐나다","소계",음·식료품,소계,면세점,20,12,-,-,-,-,-,-,-,-,-,44
"북미","캐나다","소계",음·식료품,소계,면세점 이외,116,120,-,-,-,-,-,-,-,-,-,153
"북미","캐나다","소계",농축수산물,소계,계,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",농축수산물,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",농축수산물,소계,면세점 이외,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",생활·자동차용품,소계,계,42,34,-,-,-,-,-,-,-,-,-,91
"북미","캐나다","소계",생활·자동차용품,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",생활·자동차용품,소계,면세점 이외,42,34,-,-,-,-,-,-,-,-,-,91
"북미","캐나다","소계",기 타,소계,계,256,52,-,-,-,-,-,-,-,-,-,540
"북미","캐나다","소계",기 타,소계,면세점,0,0,-,-,-,-,-,-,-,-,-,0
"북미","캐나다","소계",기 타,소계,면세점 이외,256,52,-,-,-,-,-,-,-,-,-,540
"유럽","소계","소계",합계,소계,계,7255,5908,-,-,-,-,-,-,-,-,-,39074
"유럽","소계","소계",합계,소계,면세점,56,41,-,-,-,-,-,-,-,-,-,520
