gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,occyp_type,family_size,begin_month,credit,credit_card_count,before_EMPLOYED_year,Age,DAYS_BIRTH_month,EMPLOYED,begin_year,cluster
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8660,919,Sales staff,1.0,2.0,1.0,2,21,23,0.0,2,0.0,0
M,N,Y,1,405000.0,Commercial associate,Higher education,Married,House / apartment,11842,2016,Managers,3.0,4.0,1.0,5,26,32,10.0,5,0.0,0
F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,11406,3078,Managers,1.0,48.0,2.0,7,22,31,8.0,8,4.0,0
F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,21502,3122,Accountants,2.0,5.0,2.0,4,50,58,8.0,8,0.0,1
F,N,Y,0,135000.0,State servant,Higher education,Married,House / apartment,9749,635,Secretaries,2.0,43.0,1.0,2,24,26,0.0,1,3.0,0
F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,15303,1131,Core staff,2.0,43.0,2.0,2,38,41,6.0,3,3.0,2
F,Y,N,0,180000.0,Working,Incomplete higher,Married,With parents,10824,762,Managers,2.0,12.0,2.0,3,27,29,0.0,2,1.0,0
M,N,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,13702,3565,Laborers,5.0,10.0,2.0,4,27,37,0.0,9,0.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20323,1727,Cleaning staff,2.0,2.0,1.0,3,50,55,5.0,4,0.0,1
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,8353,1081,Core staff,2.0,4.0,1.0,5,19,22,2.0,2,0.0,0
M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,12658,5374,Laborers,2.0,21.0,2.0,4,19,34,1.0,14,1.0,0
F,Y,Y,0,90000.0,Working,Higher education,Married,House / apartment,11351,1172,Laborers,2.0,26.0,1.0,4,27,31,6.0,3,2.0,0
M,Y,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,11695,3929,Laborers,3.0,29.0,2.0,5,21,32,5.0,10,2.0,0
F,N,Y,1,135000.0,Commercial associate,Higher education,Separated,House / apartment,16352,3772,Accountants,2.0,55.0,1.0,3,34,44,5.0,10,4.0,2
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,12769,4114,HR staff,2.0,7.0,2.0,1,23,34,5.0,11,0.0,0
F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,15185,227,Medicine staff,2.0,26.0,2.0,5,40,41,2.0,0,2.0,2
F,N,N,0,27000.0,Working,Higher education,Civil marriage,House / apartment,14869,5067,Managers,2.0,31.0,2.0,1,26,40,3.0,13,2.0,3
F,N,Y,2,270000.0,Pensioner,Higher education,Single / not married,House / apartment,10425,2745,Core staff,3.0,36.0,2.0,1,21,28,11.0,7,3.0,0
M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,22655,3903,Managers,2.0,55.0,2.0,1,51,62,11.0,10,4.0,1
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,16757,3508,Core staff,2.0,23.0,2.0,4,36,45,6.0,9,1.0,2
F,N,Y,0,112500.0,Working,Incomplete higher,Single / not married,House / apartment,8213,347,Sales staff,1.0,5.0,2.0,5,21,22,9.0,0,0.0,0
F,Y,N,1,135000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,9979,2106,Core staff,3.0,35.0,2.0,1,21,27,8.0,5,2.0,0
F,Y,Y,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,14557,7346,Accountants,4.0,35.0,2.0,3,19,39,5.0,20,2.0,3
M,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,17386,3503,Laborers,2.0,13.0,1.0,4,38,47,3.0,9,1.0,2
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19453,1959,Laborers,2.0,36.0,2.0,1,47,53,0.0,5,3.0,1
M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,11838,798,Managers,4.0,42.0,2.0,4,30,32,10.0,2,3.0,0
F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,13673,2667,Core staff,3.0,43.0,1.0,3,30,37,11.0,7,3.0,2
F,Y,Y,1,315000.0,State servant,Higher education,Married,House / apartment,13771,2080,Core staff,3.0,60.0,1.0,7,32,37,3.0,5,5.0,2
F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,10927,1860,Core staff,4.0,47.0,2.0,2,24,29,4.0,5,3.0,0
M,N,N,0,180000.0,State servant,Secondary / secondary special,Married,With parents,9980,1534,Drivers,2.0,14.0,2.0,3,23,27,8.0,4,1.0,0
F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10806,720,Managers,4.0,48.0,2.0,5,27,29,0.0,1,4.0,0
M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14255,762,Drivers,2.0,50.0,1.0,2,36,39,7.0,2,4.0,2
F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,11616,825,High skill tech staff,2.0,45.0,2.0,6,29,31,3.0,2,3.0,0
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,15441,1976,Drivers,1.0,16.0,2.0,4,36,42,10.0,5,1.0,2
M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,14136,3928,Managers,3.0,46.0,1.0,3,27,38,3.0,10,3.0,2
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16541,102,Sales staff,2.0,48.0,2.0,1,45,45,11.0,0,4.0,1
M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,13426,6753,Laborers,3.0,34.0,1.0,6,18,36,3.0,18,2.0,3
M,N,N,0,108000.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,8182,1317,Cooking staff,1.0,38.0,2.0,1,18,22,8.0,3,3.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,18437,2499,Managers,2.0,42.0,2.0,1,43,50,2.0,6,3.0,1
F,N,N,0,315000.0,Working,Incomplete higher,Single / not married,With parents,9746,1268,Medicine staff,1.0,3.0,1.0,2,23,26,0.0,3,0.0,0
F,Y,N,1,225000.0,Working,Higher education,Married,With parents,10959,1881,Secretaries,3.0,38.0,1.0,3,24,30,5.0,5,3.0,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,17686,8756,Core staff,3.0,3.0,1.0,2,24,48,1.0,23,0.0,3
M,Y,Y,1,360000.0,Working,Secondary / secondary special,Single / not married,House / apartment,14949,7522,Drivers,2.0,43.0,2.0,1,20,40,6.0,20,3.0,3
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,20713,1621,Laborers,2.0,3.0,1.0,3,52,56,6.0,4,0.0,1
F,N,Y,0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,15771,5009,Sales staff,1.0,33.0,2.0,1,29,43,9.0,13,2.0,3
F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,19461,5124,Core staff,2.0,41.0,2.0,3,39,53,0.0,14,3.0,1
F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17958,2515,Drivers,2.0,12.0,1.0,4,42,49,10.0,6,1.0,1
M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,21601,808,Managers,2.0,7.0,2.0,4,56,59,0.0,2,0.0,1
M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,11344,3309,Core staff,1.0,42.0,1.0,8,22,31,6.0,9,3.0,0
M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,13602,1382,Drivers,1.0,21.0,2.0,2,33,37,9.0,3,1.0,2
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,16466,2083,Sales staff,3.0,10.0,2.0,2,39,45,8.0,5,0.0,2
M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,17991,683,Sales staff,2.0,33.0,1.0,6,47,49,11.0,1,2.0,1
F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19317,11542,Medicine staff,2.0,32.0,2.0,4,21,52,7.0,31,2.0,3
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,17015,613,Drivers,1.0,10.0,2.0,1,44,46,3.0,1,0.0,1
M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,14677,3938,Laborers,4.0,34.0,1.0,6,29,40,9.0,10,2.0,2
F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,20012,584,Core staff,1.0,36.0,2.0,1,53,54,7.0,1,3.0,1
M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,9847,502,Core staff,3.0,31.0,2.0,2,25,26,4.0,1,2.0,0
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,20092,1345,Cleaning staff,1.0,49.0,2.0,4,51,55,9.0,3,4.0,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11917,126,Waiters/barmen staff,1.0,9.0,2.0,3,32,32,1.0,0,0.0,2
F,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13552,2418,Sales staff,4.0,21.0,2.0,5,30,37,7.0,6,1.0,2
F,N,N,0,202500.0,Working,Higher education,Single / not married,House / apartment,11991,706,Laborers,1.0,54.0,1.0,5,30,32,3.0,1,4.0,0
F,N,N,1,157500.0,Working,Higher education,Single / not married,House / apartment,11828,2135,Accountants,2.0,7.0,2.0,3,26,32,10.0,5,0.0,0
M,Y,Y,1,121500.0,Working,Secondary / secondary special,Married,With parents,10511,2355,Laborers,3.0,26.0,2.0,2,22,28,2.0,6,2.0,0
M,Y,N,3,90000.0,Working,Lower secondary,Separated,With parents,13608,1461,Drivers,4.0,1.0,1.0,1,33,37,9.0,4,0.0,2
F,N,Y,0,114750.0,Working,Secondary / secondary special,Widow,House / apartment,20325,4213,Security staff,1.0,26.0,1.0,2,44,55,5.0,11,2.0,1
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14632,531,Drivers,2.0,19.0,2.0,1,38,40,7.0,1,1.0,2
F,N,Y,0,112500.0,State servant,Higher education,Married,Municipal apartment,22339,4540,Accountants,2.0,27.0,2.0,2,48,61,0.0,12,2.0,1
M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11435,2046,Laborers,2.0,31.0,1.0,2,25,31,9.0,5,2.0,0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15927,1039,Private service staff,1.0,54.0,2.0,1,40,43,2.0,2,4.0,2
M,N,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,12173,309,Laborers,2.0,3.0,1.0,4,32,33,9.0,0,0.0,2
M,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,15401,3878,Laborers,2.0,8.0,1.0,1,31,42,9.0,10,0.0,2
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,11344,1054,Drivers,1.0,10.0,1.0,1,28,31,6.0,2,0.0,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,10847,2712,Laborers,2.0,38.0,2.0,6,22,29,1.0,7,3.0,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,17216,1138,Laborers,1.0,10.0,2.0,4,44,47,9.0,3,0.0,1
F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,16503,2670,Managers,3.0,57.0,2.0,5,37,45,10.0,7,4.0,2
M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,15323,8290,Laborers,1.0,31.0,2.0,3,19,41,6.0,22,2.0,3
M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10886,308,Laborers,1.0,18.0,1.0,3,28,29,2.0,0,1.0,0
F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10728,1619,Accountants,3.0,31.0,2.0,2,24,29,9.0,4,2.0,0
F,N,N,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18026,9152,Laborers,2.0,7.0,2.0,3,24,49,0.0,25,0.0,3
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,9430,1195,Sales staff,3.0,32.0,1.0,4,22,25,2.0,3,2.0,0
M,N,N,0,247500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,15037,2208,Laborers,1.0,16.0,1.0,5,35,41,9.0,6,1.0,2
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,16834,5074,Laborers,2.0,51.0,2.0,1,32,46,9.0,13,4.0,3
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,15970,8987,Cleaning staff,1.0,38.0,2.0,3,19,43,4.0,24,3.0,3
M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,16140,900,Drivers,2.0,46.0,2.0,5,41,44,10.0,2,3.0,2
M,Y,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,16009,4642,Sales staff,2.0,10.0,2.0,2,31,43,5.0,12,0.0,2
M,N,Y,1,175500.0,Working,Secondary / secondary special,Married,Rented apartment,10917,377,Sales staff,3.0,2.0,1.0,2,28,29,3.0,1,0.0,0
M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15509,1189,Drivers,2.0,9.0,2.0,4,39,42,0.0,3,0.0,2
M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,17036,2177,Low-skill Laborers,2.0,25.0,1.0,2,40,46,3.0,5,2.0,2
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,14731,4617,Medicine staff,4.0,44.0,1.0,5,27,40,11.0,12,3.0,3
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16596,427,Sales staff,2.0,15.0,1.0,1,44,45,1.0,1,1.0,1
F,Y,N,3,135000.0,Working,Higher education,Married,House / apartment,13525,4478,Core staff,5.0,25.0,1.0,5,24,37,6.0,12,2.0,0
M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,8793,1051,Drivers,2.0,11.0,2.0,3,21,24,5.0,2,0.0,0
M,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,12821,567,Laborers,2.0,4.0,1.0,1,33,35,7.0,1,0.0,2
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,17211,414,Laborers,2.0,8.0,2.0,1,46,47,9.0,1,0.0,1
F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,9052,227,Laborers,1.0,15.0,2.0,3,24,24,1.0,0,1.0,0
F,Y,Y,2,67500.0,Working,Higher education,Married,Municipal apartment,12262,3038,Secretaries,4.0,5.0,2.0,3,25,33,0.0,8,0.0,0
M,N,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,20770,623,Cooking staff,2.0,8.0,1.0,6,55,56,8.0,1,0.0,1
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13493,3992,Laborers,2.0,18.0,2.0,1,26,36,5.0,10,1.0,0
F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,19728,277,Sales staff,2.0,10.0,1.0,3,53,54,9.0,0,0.0,1
F,N,N,1,124200.0,Working,Secondary / secondary special,Married,House / apartment,14173,1828,Laborers,3.0,17.0,2.0,1,33,38,4.0,5,1.0,2
F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,11974,282,Sales staff,2.0,18.0,1.0,4,32,32,3.0,0,1.0,0
M,N,Y,0,54000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20018,1831,Security staff,1.0,12.0,2.0,1,49,54,7.0,5,1.0,1
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14892,895,Accountants,2.0,52.0,2.0,3,38,40,4.0,2,4.0,2
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,8738,126,Sales staff,2.0,20.0,2.0,2,23,23,3.0,0,1.0,0
F,N,Y,1,720000.0,Commercial associate,Higher education,Married,House / apartment,16722,2223,Managers,3.0,24.0,2.0,2,39,45,5.0,6,2.0,2
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,16247,307,Laborers,2.0,8.0,2.0,1,43,44,1.0,0,0.0,1
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,13720,1394,Laborers,2.0,26.0,2.0,2,33,37,1.0,3,2.0,2
M,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,12460,1291,Drivers,2.0,19.0,2.0,1,30,34,7.0,3,1.0,0
F,N,N,0,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,14287,303,Laborers,1.0,21.0,2.0,1,38,39,8.0,0,1.0,2
F,N,N,0,238500.0,Working,Secondary / secondary special,Married,House / apartment,19305,3296,Laborers,2.0,59.0,2.0,2,43,52,7.0,9,4.0,1
F,N,N,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,10088,1797,High skill tech staff,4.0,22.0,2.0,2,22,27,0.0,4,1.0,0
F,N,Y,3,157500.0,Working,Secondary / secondary special,Separated,House / apartment,10313,991,Cooking staff,4.0,14.0,1.0,2,25,28,7.0,2,1.0,0
F,N,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,21058,2749,Accountants,2.0,21.0,2.0,1,50,57,5.0,7,1.0,1
F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,15368,5496,Medicine staff,4.0,47.0,2.0,3,27,42,8.0,15,3.0,3
F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,12500,5762,Managers,3.0,20.0,2.0,7,18,34,8.0,15,1.0,0
M,Y,N,1,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14290,2470,Drivers,3.0,10.0,2.0,2,32,39,8.0,6,0.0,2
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,11359,1726,Core staff,4.0,42.0,2.0,4,26,31,6.0,4,3.0,0
M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,11117,2676,Core staff,2.0,6.0,1.0,11,23,30,10.0,7,0.0,0
F,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,19097,3529,Laborers,2.0,21.0,1.0,2,42,52,0.0,9,1.0,1
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,13418,2035,High skill tech staff,3.0,8.0,1.0,1,31,36,3.0,5,0.0,2
M,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,10660,1935,Core staff,1.0,9.0,2.0,1,23,29,7.0,5,0.0,0
M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,20395,2682,Managers,2.0,30.0,2.0,3,48,55,7.0,7,2.0,1
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,10361,269,Drivers,2.0,45.0,2.0,2,27,28,9.0,0,3.0,0
M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,11873,3504,Laborers,1.0,51.0,1.0,4,22,32,11.0,9,4.0,0
F,Y,Y,1,144000.0,Working,Higher education,Married,House / apartment,12903,2924,Accountants,3.0,58.0,2.0,5,27,35,10.0,8,4.0,0
F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0,53.0,2.0,6,23,27,2.0,4,4.0,0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15124,431,Core staff,2.0,19.0,2.0,4,40,41,0.0,1,1.0,2
F,N,Y,0,171000.0,Working,Incomplete higher,Married,House / apartment,11052,609,High skill tech staff,2.0,8.0,2.0,3,28,30,8.0,1,0.0,0
F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,16939,1081,Sales staff,2.0,19.0,1.0,1,43,46,0.0,2,1.0,1
M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,15243,7260,High skill tech staff,3.0,28.0,2.0,7,21,41,4.0,19,2.0,3
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,18178,1751,Waiters/barmen staff,2.0,49.0,2.0,1,45,49,5.0,4,4.0,1
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13043,390,Laborers,2.0,47.0,2.0,1,34,35,2.0,1,3.0,2
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,20037,4929,Laborers,1.0,25.0,2.0,3,41,54,7.0,13,2.0,1
M,N,Y,1,119250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,9373,284,Laborers,3.0,8.0,1.0,1,24,25,0.0,0,0.0,0
M,N,N,3,135000.0,Working,Secondary / secondary special,Married,With parents,11757,658,Laborers,5.0,27.0,1.0,3,30,32,7.0,1,2.0,0
F,N,N,0,337500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,18080,1718,Managers,2.0,16.0,2.0,3,44,49,2.0,4,1.0,1
F,N,N,1,198000.0,Working,Secondary / secondary special,Married,House / apartment,9919,1200,Cooking staff,3.0,35.0,2.0,1,23,27,6.0,3,2.0,0
F,N,N,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,16150,5148,Medicine staff,2.0,39.0,2.0,7,30,44,10.0,14,3.0,3
M,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13487,1071,Laborers,2.0,17.0,2.0,1,34,36,5.0,2,1.0,2
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11922,644,Managers,2.0,43.0,1.0,1,30,32,1.0,1,3.0,0
M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,17067,243,Drivers,3.0,25.0,2.0,3,46,46,4.0,0,2.0,1
F,N,N,0,76500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,17308,6224,Medicine staff,2.0,53.0,2.0,2,30,47,0.0,17,4.0,3
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,12048,1923,Laborers,3.0,6.0,1.0,1,27,33,5.0,5,0.0,0
F,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15346,2481,Laborers,3.0,28.0,1.0,5,35,42,7.0,6,2.0,2
M,Y,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,16185,273,Laborers,2.0,14.0,1.0,4,43,44,11.0,0,1.0,1
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,22011,4273,Core staff,2.0,57.0,1.0,2,48,60,1.0,11,4.0,1
M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,19170,4965,Laborers,2.0,58.0,2.0,5,38,52,3.0,13,4.0,1
F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12570,3095,Managers,2.0,6.0,2.0,2,25,34,11.0,8,0.0,0
M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,14122,1286,Drivers,3.0,30.0,2.0,1,35,38,2.0,3,2.0,2
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,12783,1205,Core staff,2.0,7.0,2.0,4,31,35,6.0,3,0.0,2
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,21270,3335,Private service staff,2.0,21.0,2.0,2,49,58,1.0,9,1.0,1
M,Y,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,14775,5558,Laborers,3.0,22.0,2.0,3,25,40,0.0,15,1.0,3
M,N,N,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,8966,985,Drivers,3.0,8.0,2.0,1,21,24,10.0,2,0.0,0
F,N,Y,2,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,11440,2422,Sales staff,3.0,17.0,2.0,2,24,31,9.0,6,1.0,0
M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,11675,795,Laborers,1.0,52.0,2.0,1,29,31,5.0,2,4.0,0
M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,10900,1436,Sales staff,3.0,20.0,1.0,2,25,29,3.0,3,1.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,22688,4266,Medicine staff,2.0,58.0,2.0,1,50,62,0.0,11,4.0,1
M,N,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18162,4849,Laborers,2.0,17.0,1.0,2,36,49,5.0,13,1.0,3
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22897,1812,Managers,2.0,14.0,2.0,6,57,62,7.0,4,1.0,1
F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,18554,5386,Private service staff,1.0,39.0,2.0,3,36,50,6.0,14,3.0,3
F,N,Y,0,189000.0,State servant,Secondary / secondary special,Separated,House / apartment,17326,9482,Medicine staff,1.0,4.0,1.0,2,21,47,1.0,25,0.0,3
F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,14237,958,Sales staff,2.0,20.0,2.0,2,36,39,6.0,2,1.0,2
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,13441,3078,Drivers,3.0,48.0,1.0,1,28,36,4.0,8,4.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,19304,464,Core staff,1.0,2.0,1.0,3,51,52,7.0,1,0.0,1
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,18650,1892,Laborers,1.0,17.0,2.0,5,45,51,9.0,5,1.0,1
M,Y,N,0,153000.0,Working,Secondary / secondary special,Single / not married,With parents,10937,1144,Laborers,1.0,43.0,2.0,2,26,29,4.0,3,3.0,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,15128,1628,Private service staff,3.0,55.0,2.0,1,36,41,0.0,4,4.0,2
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,14369,402,Core staff,2.0,5.0,2.0,1,38,39,10.0,1,0.0,2
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8345,789,Laborers,1.0,17.0,2.0,4,20,22,2.0,2,1.0,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,8768,1038,Laborers,2.0,9.0,2.0,1,21,24,4.0,2,0.0,0
M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,19834,477,Managers,2.0,33.0,2.0,4,53,54,1.0,1,2.0,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10177,189,Managers,1.0,20.0,1.0,3,27,27,3.0,0,1.0,0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8737,369,Sales staff,1.0,2.0,1.0,2,22,23,3.0,1,0.0,0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,15948,1234,Laborers,3.0,18.0,2.0,4,40,43,3.0,3,1.0,2
F,N,N,0,148500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,14920,2177,Sales staff,2.0,60.0,2.0,3,34,40,5.0,5,5.0,2
F,N,N,1,135000.0,Working,Higher education,Married,With parents,10263,583,Secretaries,3.0,38.0,1.0,5,26,28,6.0,1,3.0,0
F,N,Y,0,270000.0,Working,Higher education,Widow,House / apartment,19301,2622,Managers,1.0,28.0,2.0,3,45,52,7.0,7,2.0,1
